SERIAL,NOMBRE_PRODUCTO,SEGMENTO,PROVEEDOR,RUBRO,SUB_CATEGORIA
7591016205716,LECHE EN POLVO CON HIERRO Y VITAMINAS LA CAMPESINA 800GR,MISCELANEOS,NESTLÉ VENEZUELA S.A.,MISCELANEOS,COMESTIBLES
4048846010711,SPIRIVA RESPIMAT TIOTROPIO X 2.5 MICRGR BOEHRINGER INGELHEIM,FARMACIA,X,FARMACIA,RX
7702018913688,DESODORANTE GEL GILLETTE POWER RUSH  82G,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,CUIDADO PERSONAL
4005808803033,CREMA CORPORAL NIVEA EXPRESS HIDRATION 48 HRS PIEL NORMAL 400 ML,MISCELANEOS,EL BOMBON DORADO C.A,MISCELANEOS,CUIDADO PERSONAL
7590027002680,BISOPROLOL 5MG X 20COMP SPEFAR,FARMACIA,X,FARMACIA,RX
7597134000714,LOCHITA 500MG 70 CAP LA ABEJITA,FARMACIA,X,FARMACIA,OTC
7591585213402,ARTRODAR 50MG (DIACEREINA) X 30CAP LETI,FARMACIA,X,FARMACIA,RX
7599963000019,JABON DE TOCADOR MIMLOT ALOE VERA 125G,MISCELANEOS,"INDUSTRIAS JAI, C.A",MISCELANEOS,CUIDADO PERSONAL
7599963000033,JABON DE TOCADOR MIMLOT LIMON 125G,MISCELANEOS,"INDUSTRIAS JAI, C.A",MISCELANEOS,CUIDADO PERSONAL
7592430000734,UVA VITAL ANTIOXIDANTE X30CAP COSMELAB,FARMACIA,X,FARMACIA,OTC
7591473005232,ARROZ MARY ESMERALDA 900G,MISCELANEOS,"DISTRIBUIDORA UNIDA DEL CENTRO,C.A",MISCELANEOS,COMESTIBLES
725765043207,SET DE CIRUGIA CAPILAR NK SENTIDOS SENSIBLES 450ML X2PCS,MISCELANEOS,"COMERCIALIZADORA CLAUDIA & SIMON,C.A",MISCELANEOS,CUIDADO PERSONAL
7591062013303,LIOLACTIL (LACTOBACILLUS  RAMNHOSUS) X 1 SOBRE 1.5 ELMOR,FARMACIA,SIN DATA,SIN DATA,SIN DATA
1180201379255,PAÑALES MIMLOT XXG +16KG X 18UND,MISCELANEOS,"INDUSTRIAS JAI, C.A",MISCELANEOS,BEBE
7591020009157,ARCOVAL (ETORICOXIB) 60MG X 7 TAB VALMOR,FARMACIA,X,FARMACIA,RX
8801038514932,AFEITADORA DORCO ROSADA TG708N X 5UND,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,CUIDADO PERSONAL
7509546075013,JABON DE BAÑO NEUTRO BALANCE PALMOLIVE 100G,MISCELANEOS,"IMPORTADORA FH44, C.A",MISCELANEOS,CUIDADO PERSONAL
7506309837246,CREMA PARA PEINAR PANTENE RESTAURACION 300ML,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,CUIDADO PERSONAL
7501006721133,SHAMPOO PANTENE RESTAURACION 400ML,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,CUIDADO PERSONAL
7592432900193,"CEVAX ZINC 50MG/7,5MG  X30 CAP VIVAX",FARMACIA,X,FARMACIA,OTC
7591062900900,COLFENE (IBUPROFENO/TIOCOLCHICOSIDO) 600MG/4MG X15 COMP ELMOR,FARMACIA,X,FARMACIA,RX
7591619000985,"DERMOSUPRIL 0,1%(DESONIDA)  CREMA TOPICA 15GR MEDIHEALTH",FARMACIA,X,FARMACIA,RX
7590027001997,KETOROLAC TROMETAMINA 20MG. X10COMP SPEFAR,FARMACIA,X,FARMACIA,RX
7591519317411,LASIX (FUROSEMIDA) 20MG. X24COMP MCK,FARMACIA,X,FARMACIA,RX
7591585214881,LETISAN 100MG/ML SOLUCION ORAL 120ML LETI,FARMACIA,X,FARMACIA,OTC
7591196002945,AIRON 4 MG X 30 TAB MASTICABLES PEDIATRICA  OFTALMI,FARMACIA,X,FARMACIA,RX
7591619002774,COROPRES 32 MG X 30 COMP ROMMERS,FARMACIA,X,FARMACIA,RX
7591141225054,MCCORMICK INFUSION FRUTOS ROJOS X 20 BOLSAS,MISCELANEOS,SIN DATA,SIN DATA,SIN DATA
7591039770734,MAIZINA AMERICANA 120 G,MISCELANEOS,"SUMINISTROS F.V.R, C.A.",MISCELANEOS,COMESTIBLES
7591794090177,AVENA EN HOJUELAS PANTERA 800GRS,MISCELANEOS,"COMERCIALIZADORA EL VERDUGO, C.A.",MISCELANEOS,COMESTIBLES
7591794000275,LENTEJA PANTERA 900GRS,MISCELANEOS,"COMERCIALIZADORA EL VERDUGO, C.A.",MISCELANEOS,COMESTIBLES
7591794010175,MAIZ PARA COTUFA PANTERA 250GRS,MISCELANEOS,"COMERCIALIZADORA EL VERDUGO, C.A.",MISCELANEOS,COMESTIBLES
7591794090153,AVENA PANTERA 400G,MISCELANEOS,"COMERCIALIZADORA EL VERDUGO, C.A.",MISCELANEOS,COMESTIBLES
7592616361017,LORATADINA 10MG X 10TAB KIMICEG,FARMACIA,X,FARMACIA,RX
7592616362014,LORATADINA JARABE 1MG/ML X 60 ML KIMICEG,FARMACIA,X,FARMACIA,RX
7592616576619,"CARVEDILOL 6,25 MG TR X20TAB KIMICEG",FARMACIA,X,FARMACIA,RX
7592616576909,"TAMSULOSINA 0,4MGX 20 TAB KIMICEG",FARMACIA,X,FARMACIA,RX
7597597001976,ALIVE DETERGENTE TODO TIP ODE ROPA 500GR.,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,HOGAR
7597597003017,ALIVE DETERGENTE LIMòN 500GR,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,HOGAR
6920180301350,HISOPOS POTE X 200UND ALIVE,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,CUIDADO PERSONAL
099176922346,JABON DE BAñO PROTEX AVENA/OATS 110GR,MISCELANEOS,SIN DATA,SIN DATA,SIN DATA
7591151041033,PASTA CAPRI VERMICELLI PRIM X 1KG,MISCELANEOS,"PASTAS CAPRI, C.A.",MISCELANEOS,COMESTIBLES
8522429933209,ALIVE LOCIÃ³N FLOR DE VAINILLA 400ML,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,CUIDADO PERSONAL
7591031000211,REFRESCO GOLDEN MANZANITA PET 2 LT,MISCELANEOS,"PEPSI-COLA DE VENEZUELA, C.A",MISCELANEOS,COMESTIBLES
7591585174598,CETIRIZINA 1MG/ML X 60ML GENVEN,FARMACIA,X,FARMACIA,RX
7896714257600,DICLOFENAC SOD-CARISOPRODOL-PARAC-CAF 30MG/125MG/50MG/300MG X 10 TAB BL (U.M X 10BL) (TORSILAX),FARMACIA,X,FARMACIA,RX
742033994658,PRESERVATIVO ULTRA DELGADO SENSE X 3 UND,MISCELANEOS,DROGUERIAS,MISCELANEOS,CUIDADO PERSONAL
7591020080668,TRACEVAL ACETAMINOFEN-TRAMADOL 325MG/37.5MG X 20 TAB,FARMACIA,X,FARMACIA,RX
1018453494,VITAOZONO USO TOPICO 15ML,FARMACIA,SIN DATA,SIN DATA,SIN DATA
7590612198316,TOALLAS SANITARIAS NOCTURNAS WANITA X 10PCS,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,CUIDADO PERSONAL
7591585378927,LOSARTAN POTASICO 100MG. X30 COMPRIMIDOS RECUBIERTOS GENVEN,FARMACIA,X,FARMACIA,RX
7899659900099,PASTA DE TOMATE BONARE 140GR,MISCELANEOS,"RAHAL CENTER , C.A",MISCELANEOS,COMESTIBLES
7592433000939,LECHE EN POLVO COMPLETA CAMPESTRE 900GR,MISCELANEOS,"GENERAL DE ALIMENTOS NISA, C.A.",MISCELANEOS,COMESTIBLES
7598252000150,DIOSMINA 600MG X 30TAB DISTRILAB,FARMACIA,X,FARMACIA,RX
7598252000228,DIMETIN 200MG (TRIMEBUTINA MALEATO) X 20TAB DISTRILAB,FARMACIA,X,FARMACIA,RX
7592708001814,CHESITOS MUNCHY 70GR,MISCELANEOS,"ALIMENTOS MUNCHY, C.A.",MISCELANEOS,COMESTIBLES
7501303010701,BAYCUTEN N  (CLOTRIMAZOL/NEOMICINA/DEXAMETASONA) 20GR BAYER,FARMACIA,SIN DATA,SIN DATA,SIN DATA
7592454003322,VALSARTAN - HIDROCLOROTIAZIDA  160MG - 12.5 MG X 14 TAB PHARMETIQUE,FARMACIA,X,FARMACIA,RX
7595826003951,SALSA PARA PASTA BOLOÃ‘ESA 340 GR,MISCELANEOS,"ISOLA FOODS, C.A.",MISCELANEOS,COMESTIBLES
7595826003968,SALSA PARA PASTA PIZZA OSOLE 340 GR,MISCELANEOS,"ISOLA FOODS, C.A.",MISCELANEOS,COMESTIBLES
7595826003982,SALSA PARA PASTA NAPOLITANA OSOLE,MISCELANEOS,"ISOLA FOODS, C.A.",MISCELANEOS,COMESTIBLES
7596914000388,LECHE EN POLVO COMPLETA SAN SIMON C/ VITAMINAS A Y D 900GR,MISCELANEOS,"INVERSIONES LACTEAS SAN SIMON, C.A",MISCELANEOS,COMESTIBLES
7596914000401,MEZCLA EN POLVO PARA PREPARAR BEBIDA LACTEA MONTANA FRESCA 400GR,MISCELANEOS,"INVERSIONES LACTEAS SAN SIMON, C.A",MISCELANEOS,COMESTIBLES
7597597001051,PANALES ADULTO ALIVE TALLA M X 6 UNID,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,COMPLEMENTOS DE LA SALUD
7597597001112,PAÑALES ADULTO ALIVE TALLA L/G X 6 UNID,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,COMPLEMENTOS DE LA SALUD
7592498215286,SPACE POP CHOCOLATE SANTONI 240GR,MISCELANEOS,"INPROA SANTONI, C.A",MISCELANEOS,COMESTIBLES
7592498215255,SPACE POP VAINILLA SANTONI 240GR,MISCELANEOS,"INPROA SANTONI, C.A",MISCELANEOS,COMESTIBLES
7592498215231,ROCKET PLANET CHOCOLATE 120 SANTONI GR,MISCELANEOS,"INPROA SANTONI, C.A",MISCELANEOS,COMESTIBLES
7597134000950,VITAMINA E Y SELENIO 400IU X 60 CAP LA ABEJITA,FARMACIA,X,FARMACIA,OTC
7598252000174,DISONIDE SUSP 100MG / 5ML X 60ML DISTRILAB,FARMACIA,X,FARMACIA,RX
7591196006288,QUINOTIC SOL. OTICA 0.30% 4ML OFTALMI,FARMACIA,X,FARMACIA,RX
7591519000528,PROKIDS ALIMENTO EN POLVO 10X30 SOBRES CALOX,FARMACIA,SIN DATA,SIN DATA,SIN DATA
7591519009453,TADALAFILO 20 MG X 2 TABLETAS REC CALOX,FARMACIA,X,FARMACIA,RX
7596914000050,CHICHA SAN SIMON POLVO 500 G,MISCELANEOS,"INVERSIONES LACTEAS SAN SIMON, C.A",MISCELANEOS,COMESTIBLES
7591519009255,RISPERIDONA 2MG X 20 TAB CALOX,FARMACIA,X,FARMACIA,RX
7591619518695,PLIDAN COMPUESTO 10MG/125MG X 10 COMP MEGALABS,FARMACIA,X,FARMACIA,RX
7501058655028,COLADO GERBER POUCH MANZANA 100 G,MISCELANEOS,SIN DATA,SIN DATA,SIN DATA
7591141644107,TE MC NEGRO X 20BOLSAS MCCORMICK,MISCELANEOS,SIN DATA,SIN DATA,SIN DATA
7592601303732,DIMAR COMP REC 2/1000MG X 30 MEYER,FARMACIA,X,FARMACIA,RX
787790468356,ZINC 50 MG X60 TAB ETERNAL,FARMACIA,X,FARMACIA,OTC
787790468653,GLUCOSAMINE 2850 MG X 90 CAP,FARMACIA,X,FARMACIA,OTC
787790467359,VITAMINA D3 X 60 TAB ETERNAL,FARMACIA,X,FARMACIA,OTC
7592601303220,NOXPIRIN GRIP X 12TAB,FARMACIA,X,FARMACIA,RX
7591243807370,BROFLEMA JBE 8 MG/5 ML X 120 ML BIOTECH,FARMACIA,X,FARMACIA,OTC
733739108111,ZINC X 100 TAB NOW,FARMACIA,X,FARMACIA,OTC
7591821210424,ARUDIL TAB/REC 10 MG X 10TAB FARMA SA,FARMACIA,X,FARMACIA,RX
7591821210660,ARUDIL TAB/REC 10 MG X 30 TAB,FARMACIA,X,FARMACIA,RX
7891024034095,CREMA DENTAL KIDS SABOR A FRESA,MISCELANEOS,"IMPORTADORA FH44, C.A",MISCELANEOS,CUIDADO PERSONAL
7591585115942,"GYNODERAIN OVUL 0,6 G X 6 LETI",FARMACIA,X,FARMACIA,RX
7591585216892,HEPAGRAS CAP 120 MG X 30CAP LETI,FARMACIA,X,FARMACIA,OTC
7591243831511,LOGANIL JAB PED X 120 ML BIOTECH,FARMACIA,X,FARMACIA,RX
7591243856729,YONALAT JBE 15-3MG/5ML X 120 ML BIOTECH,FARMACIA,X,FARMACIA,OTC
7591243811483,DECALENTERMINA COMPLEX X 2ML BIOTECH X3 AMP,FARMACIA,X,FARMACIA,RX
7591031003403,REFRESCO GOLDEN NARANJA 1.5L,MISCELANEOS,"PEPSI-COLA DE VENEZUELA, C.A",MISCELANEOS,COMESTIBLES
7598252101833,DISCOLAYTE 69.7GR PEG 3350 X 1 SOBRE,FARMACIA,X,FARMACIA,RX
7597597003048,BABY FINGER PAñAL RN 20UNIDS,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,BEBE
7597597002195,BABY FINGER PAñAL P X 20 UND,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,BEBE
7597597002201,BABY FINGER PAñAL M X 18 UND,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,BEBE
7597597002218,BABY FINGER PAñAL G X18 UND,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,BEBE
7597597002225,BABY FINGER PAÑAL XG  X 16 UNDS,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,BEBE
7597597003031,BABY FINGER TOALLAS HUMEDAS NIñAS 50T,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,BEBE
7597597003024,BABY FINGER TOALLAS HUMEDAS NIÃƒÂ±OS 50T,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,BEBE
8904187829596,"METOTREXATO 2,5MG VINCENTI X 10TAB",FARMACIA,SIN DATA,SIN DATA,SIN DATA
7591196000606,VENTICORT AER INH BUC 100-50MCG X200DOSI OFTALMI,FARMACIA,X,FARMACIA,RX
7591196007254,"NEVAC SUSP OFT 0,1% X 5 ML OFTALMI",FARMACIA,X,FARMACIA,RX
661799967150,PAÑALES PARA ADULTO TALLA L 8UNDS MIMLOT,MISCELANEOS,"INDUSTRIAS JAI, C.A",MISCELANEOS,COMPLEMENTOS DE LA SALUD
2780551379623,PAÑALES PARA ADULTOS TALLA XG 7 UNDS MIMLOT,MISCELANEOS,"INDUSTRIAS JAI, C.A",MISCELANEOS,COMPLEMENTOS DE LA SALUD
099176922650,JABON DE BAÑO PROTEX FOR MEN SPORT 3PACK 330G,MISCELANEOS,SIN DATA,SIN DATA,SIN DATA
7592454889902,CANDESARTAN TAB 16 MG X 30,FARMACIA,X,FARMACIA,RX
7591519001525,IBUPROFENO 400 MG X 20 TAB,FARMACIA,X,FARMACIA,OTC
7594001101451,BUTILAMINA COMPUESTA X 20 TAB REC PLUSANDEX,FARMACIA,X,FARMACIA,RX
7594001101314,ACIDO FOLICO 30 TAB 5 MG PLUSANDEX,FARMACIA,X,FARMACIA,RX
7501054504535,CREMA CORPORAL MILK NUTRITIVA PIEL EXTRA SECA 400 ML NIVEA,MISCELANEOS,EL BOMBON DORADO C.A,MISCELANEOS,CUIDADO PERSONAL
7591818000274,EUSILEN DUAL IBUPROFENO 600 MG -TIOCOLCHICOSIDO 4 MG X 10 TAB COFASA,FARMACIA,X,FARMACIA,RX
7591016854693,CHOCOLATE CON LECHE SAVOY EDICION 75 AÑOS X 100 GR,MISCELANEOS,NESTLÉ VENEZUELA S.A.,MISCELANEOS,COMESTIBLES
7592498215217,CEREAL PLANET FRUIT 240G SANTONI,MISCELANEOS,"INPROA SANTONI, C.A",MISCELANEOS,COMESTIBLES
7592454003544,EZETIMIBA /SIMVASTATINA 10-20 MG 30 TAB LA SANTE,FARMACIA,X,FARMACIA,RX
7597417000721,GALLETA MARIA CALEDONIA 9 UNID 252G,MISCELANEOS,"DISTRIBUIDORA UNIDA DEL CENTRO,C.A",MISCELANEOS,COMESTIBLES
7591164000119,GALLETA TIP TOP SABOR A COCO 12X8G,MISCELANEOS,"DISTRIBUIDORA UNIDA DEL CENTRO,C.A",MISCELANEOS,COMESTIBLES
7591164000133,GALLETA TIP TOP SABOR A CHOCO MANI 12 X 8GR C/U,MISCELANEOS,"DISTRIBUIDORA UNIDA DEL CENTRO,C.A",MISCELANEOS,COMESTIBLES
A8902297020018,BACIGERMINA SUSP. ORAL X 1 AMP. BEBIBLES DE 5CC SAGA,FARMACIA,X,FARMACIA,RX
7591206003498,DORITOS FLAMIN HOT 140G,MISCELANEOS,"PEPSICO ALIMENTOS, S. C.A.",MISCELANEOS,COMESTIBLES
7591016154922,COCOSETTE MINI X18UND X 25GR,MISCELANEOS,SIN DATA,SIN DATA,SIN DATA
7593090000775,ARNICA FC GEL CORPORAL PARA MASAJES 250 G FC PHARMA,FARMACIA,X,FARMACIA,OTC
7598252101123,CEFADROXILO 500MG X 10 CAP DISTRILAB,FARMACIA,X,FARMACIA,RX
7598252101130,CIPROFLOXACINA 500MG X 10 TAB DISTRILAB,FARMACIA,X,FARMACIA,RX
7594001564157,"AFTEROL 0,75MG.(LEVONORGESTREL) X2 TABLETAS RECUBIERTAS",FARMACIA,X,FARMACIA,RX
7501298234809,"EUTIROX 25MCG. (LEVOTIROXINA) X50 TABLETAS FABRICANTE MERCK, S.A",FARMACIA,X,FARMACIA,RX
7592782001854,FLATVIN 125MG. X10 CAPSULAS BLANDAS (SIMETICONA) VINCENTI,FARMACIA,X,FARMACIA,OTC
7593090001123,L-CARNITINA 1G/10ML SOLUCION ORAL 120ML FC PHARMA,FARMACIA,X,FARMACIA,RX
714439705527,L-CARNITINA VAL 500MG. X30 CAPSULAS,FARMACIA,X,FARMACIA,RX
7321833212006,"SYMBICORT TURBUHALER 160MCG/4,5MCG. POLVO PARA INHALACION ORAL 120 DOSIS (BUDESONIDA/FORMOTEROL) ASTRAZENECA AB",FARMACIA,X,FARMACIA,RX
7591196004475,LORECORT (LORATADINA 13MG + BETAMETAZONA 0.05MG) X 60ML OFTALMI,FARMACIA,X,FARMACIA,RX
7593922000096,MI GURT FRESA 125GR,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,COMESTIBLES
20800753067,PEPTO BISMOL ORIGINAL 525MG/30ML X 118 ML,FARMACIA,X,FARMACIA,OTC
7592616220017,IBUPROFENO 400 MG X 10 KIMICEG,FARMACIA,X,FARMACIA,OTC
7592637396876,LINEZID 600 MG SOL INY 300 ML BEHRENS,FARMACIA,X,FARMACIA,RX
7592803001313,NEMODINE 90 MG X 10 COMP DOLLDER,FARMACIA,X,FARMACIA,RX
7594001101642,SILDEX 100 MG X 1 TAB PLUSANDEX,FARMACIA,X,FARMACIA,RX
7501384504946,PENTOXIFILINA 400MG X 30TAB PSICOFARMA,FARMACIA,X,FARMACIA,RX
7591002700096,ATUN AL NATURAL MARGARITA X 140 GR,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,COMESTIBLES
75918729,MALTIN POLAR 250ML,MISCELANEOS,"CERVECERIA POLAR, C.A.",MISCELANEOS,COMESTIBLES
7591446002947,MALTIN POLAR 1.5LT,MISCELANEOS,"CERVECERIA POLAR, C.A.",MISCELANEOS,COMESTIBLES
7591585112569,"CLENOSAN 90MG X20 COMP LAB LETI, S.A.V",FARMACIA,X,FARMACIA,RX
7592809000778,GALLETAS MARIA INAICA 150GR,MISCELANEOS,"MAXY SWEET, C.A.",MISCELANEOS,COMESTIBLES
7590027000921,SULTAMICILINA 250MG/5ML POLVO P/SUSPENSION ORAL 60 ML SPEFAR,FARMACIA,X,FARMACIA,RX
7703153039172,MINOXIDIL FORTE 5% 100 ML COLMED,FARMACIA,X,FARMACIA,OTC
7592946000198,MELATONINA 3 MG X 60 CAP ARCO IRIS,FARMACIA,X,FARMACIA,OTC
8904209411075,GLIBENCLAMIDA 5MG VINCENTI X 10TAB,FARMACIA,X,FARMACIA,RX
7401078990089,GYNOTRAN OVULOS X 7 EXELTIS,FARMACIA,X,FARMACIA,RX
B7703038050216,DINITRATO DE ISOSORBIDE 10MG X 10TAB LAPROFF,FARMACIA,X,FARMACIA,RX
8904187885424,RIVAROXABAN 20MG VINCENTI X 10TAB,FARMACIA,X,FARMACIA,RX
7592803004079,DOLNIX 75 MG X 20 CAP DOLLDER,FARMACIA,X,FARMACIA,RX
7591519000405,BLOKXA (RIVAROXABAN)  10 MG X 14 TAB MCK,FARMACIA,X,FARMACIA,RX
7591519000412,BLOKXA (RIVAROXABAN)  15 MG X 14 TAB REC,FARMACIA,X,FARMACIA,RX
7591519000429,BLOKXA (RIVAROXABAN) 20 MG X 14 TAB MCK,FARMACIA,X,FARMACIA,RX
7591519000559,CITICOLINA 500 MG X 10 TAB CALOX,FARMACIA,X,FARMACIA,RX
7591519317619,LASIX 40 MG X 12 COMPRIMIDOS CALOX,FARMACIA,X,FARMACIA,RX
7592498220457,ARROZ PREMIUM TIPO 1 900G SANTONI,MISCELANEOS,"INPROA SANTONI, C.A",MISCELANEOS,COMESTIBLES
7269144920312,NUVICORT-A INTRA-ARTICULAR 10MG X 1 AMP NUVILLE,FARMACIA,X,FARMACIA,RX
7702010111501,COLGATE TRIPLE ACCION 60ML,MISCELANEOS,"IMPORTADORA FH44, C.A",MISCELANEOS,CUIDADO PERSONAL
78939394,GALAK TUBITO 16G,MISCELANEOS,NESTLÉ VENEZUELA S.A.,MISCELANEOS,COMESTIBLES
7596526000295,ARTROVIT X 30TAB NATURLIFE,FARMACIA,X,FARMACIA,OTC
B7591519000573,FESTAL 210 BLISTER X 10 GRAGEAS CALOX,FARMACIA,X,FARMACIA,OTC
7597417000653,PASTA VERMICELLI 1KG MARY,MISCELANEOS,"DISTRIBUIDORA UNIDA DEL CENTRO,C.A",MISCELANEOS,COMESTIBLES
7896264670973,ESTRELA ANTENADOS RELLENA DE FRESA 110G,MISCELANEOS,"RAHAL CENTER , C.A",MISCELANEOS,COMESTIBLES
7896264670706,ESTRELA WAFER DE FRESA 80G,MISCELANEOS,"RAHAL CENTER , C.A",MISCELANEOS,COMESTIBLES
7509546653532,CREMA DENTAL COLGATE TOTAL 12  ANTI SARRO,MISCELANEOS,"IMPORTADORA FH44, C.A",MISCELANEOS,CUIDADO PERSONAL
7598484000232,FANASAL USO PEDIATRICO SOL. GOTAS 15 ML QUIMFAR,FARMACIA,X,FARMACIA,OTC
7591519005264,ACETAMINOFEN 650MG X 10 TAB CALOX,FARMACIA,X,FARMACIA,OTC
7595826004323,COMPOTA FRUTAS MIXTAS 100GR,MISCELANEOS,"ISOLA FOODS, C.A.",MISCELANEOS,BEBE
7595826004293,COMPOTA DE MANZANA 100 GR,MISCELANEOS,"ISOLA FOODS, C.A.",MISCELANEOS,BEBE
7591519001716,CIPROFLOXACINA  500X14 TAB CALOX,FARMACIA,X,FARMACIA,RX
7591519000153,OMEPRAZOL 20MG X14 CAPS CON MICROGRANULOS ENTERICOS CALOX,FARMACIA,X,FARMACIA,RX
742033994733,CURITAS TRANSPARENTES BRIUTCARE X 20UND,FARMACIA,X,FARMACIA,OTC
7592349001037,DIHIDROLIP (CLORHIDRATO DE LECANDIPINA) 20MG X 10 COMP VARGAS,FARMACIA,X,FARMACIA,RX
7730698013442,FLUTIXAIR 125CMG-25MCG/ DOSIS SUSP MEGALABS,FARMACIA,X,FARMACIA,RX
7592454889186,TIOCOL 8MG X 10 TAB (TIOCOLCHICOSIDO) LA SANTE,FARMACIA,X,FARMACIA,RX
7591164000126,GALLETA TIP TOP MANI 96G,MISCELANEOS,"DISTRIBUIDORA UNIDA DEL CENTRO,C.A",MISCELANEOS,COMESTIBLES
7598578000254,ATORVASTATINA 40 MG X 30 TAB DAC,FARMACIA,X,FARMACIA,RX
7597758000633,DICLOFENAC SODICO 100MG X10 SUPOSITORIOS  ALESS,FARMACIA,X,FARMACIA,RX
75971182,OMEFLUX 40MG. POLVO LIOFILIZADO PARA SOLUCION INYECTABLE IV X1 AMPOLLA (OMEPRAZOL),FARMACIA,X,FARMACIA,RX
8801038592800,DORCO AFEITADORA PACE3 TRC200,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,CUIDADO PERSONAL
7597597000825,BABY FINGER VASELINA 120GR,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,BEBE
7597597000788,BABY FINGER TALCO 100GR,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,BEBE
7597597000795,BABY FINGER TALCO 200GR,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,BEBE
7591016205952,FORTICRECE NIDO POLVO 800 G,MISCELANEOS,NESTLÉ VENEZUELA S.A.,MISCELANEOS,COMESTIBLES
7594001101208,ENALAPRIL 10MG X 30 TAB PLUSANDEX,FARMACIA,X,FARMACIA,RX
7703763629251,CLINDAMICINA 300MG X 16TAB LA SANTE,FARMACIA,X,FARMACIA,RX
7592454889711,ENALAPRIL 20MG X 30TAB LA SANTE,FARMACIA,X,FARMACIA,RX
7592454003346,ATORVASTATINA 40MG X 30 TAB LA SANTE,FARMACIA,X,FARMACIA,RX
7703763165025,GLIMERID 4 MG X 30 TAB PHARMETIQUE,FARMACIA,X,FARMACIA,RX
7592432005560,SELENE 400UI /70MCG (VIT E + SELENIO) X 30 VIVAX,FARMACIA,X,FARMACIA,OTC
7591519003734,METFORMINA CLORHIDRATO 850 MG X 28 TAB CALOX,FARMACIA,X,FARMACIA,RX
7591818000090,COFASURE (VALSARTAN) 80MG X 30 TAB COFASA,FARMACIA,X,FARMACIA,RX
7592601303893,MESAMESYN 3MG/0.02MG X 28 TAB SIEGFRIED,FARMACIA,X,FARMACIA,RX
7596914000357,LECHE EN POLVO DESCREMADA LIGHT 400GR SAN SIMON,MISCELANEOS,"INVERSIONES LACTEAS SAN SIMON, C.A",MISCELANEOS,COMESTIBLES
7591519316254,BIOCOR TAB HCT 20 MG/12.5 MG X 30,FARMACIA,X,FARMACIA,RX
7591519317534,ESCITALOPRAM TAB/REC 10 MG X 28 CALOX,FARMACIA,X,FARMACIA,RX
7591519051285,CAPTOPRIL TAB 25 MG X 30 CALOX,FARMACIA,X,FARMACIA,RX
7591196000019,SALBUTAMOL SUSP P/INH 100 MCG X 200,FARMACIA,X,FARMACIA,RX
7591519316261,"BIOCORT HCT 40MG -12,5 MG 30 TAB REC MCK",FARMACIA,X,FARMACIA,RX
7591519050806,PREDNISONA  5MG X 30 TAB CALOX,FARMACIA,X,FARMACIA,RX
7703153041199,ISBELA TAB CIPRO 2 MG / ETINL 0.035MG X,FARMACIA,X,FARMACIA,RX
7703153020330,ORLISTAT CAP 120 MG X 30 VIVAX,FARMACIA,X,FARMACIA,RX
7591818000267,IBUN IBUPROFENO 600 MG X 10 TAB COFASA,FARMACIA,X,FARMACIA,OTC
7591196000088,CLARIX SOL OFTAL COLIRIO 0.255MG/ML OFTALMI,FARMACIA,X,FARMACIA,OTC
7591519008289,MOXIFLOXACINA 400MG X 5 TAB CALOX,FARMACIA,X,FARMACIA,RX
7592601201175,KAPET (CLOPIDOGREL) 75 MG X 30 TAB,FARMACIA,X,FARMACIA,RX
