SERIAL,NOMBRE_PRODUCTO,SEGMENTO,PROVEEDOR,RUBRO,SUB_CATEGORIA
7591585314871,LETISAN 500 FRUTAS 1B.10 TM,FARMACIA,SIN DATA,SIN DATA,SIN DATA
7592454120852,AZITROMICINA 500MG X 3 TAB LA SANTE,FARMACIA,X,FARMACIA,RX
7702031244530,LUBRIDERM HUM DELICADA 120ML DIVAR,MISCELANEOS,DROGUERIAS,MISCELANEOS,CUIDADO PERSONAL
7591243805420,BLOCAX PLUS CANDESARTáN+HIDROCLOROTIAZIDA 16MG-12.5MG X 30 TABLETAS BIOTECH,FARMACIA,X,FARMACIA,RX
7591002200145,HARINA PAN MAIZ BLANCO GLUTEN FREE 1KG,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,COMESTIBLES
7702807053182,CRUNCH FLIPS CRUNCHYCREMA 1/10/12/27G,MISCELANEOS,"SUMINISTROS F.V.R, C.A.",MISCELANEOS,COMESTIBLES
7702807395596,FLIPS FLIPS DULCE DE LECHE 400GRS,MISCELANEOS,"SUMINISTROS F.V.R, C.A.",MISCELANEOS,COMESTIBLES
7702807414112,FLIPS FLIPS CHOCOLATE 400GRS,MISCELANEOS,"SUMINISTROS F.V.R, C.A.",MISCELANEOS,COMESTIBLES
7598986004516,PAPAS CHIPS CREMA AGRIA Y CEBOLLA 110G TIGO,MISCELANEOS,"CORPORACION R3 (TIGO), C.A.",MISCELANEOS,COMESTIBLES
7592368000165,ACEITE DE RICINO 30CC FSI,FARMACIA,X,FARMACIA,OTC
7591196006912,ACETAMINOFEN 650MG X 10 TAB OFTALMI,FARMACIA,X,FARMACIA,OTC
7594001100294,ALBENDAZOL SUSPENSION ORAL 400MG/10ML PLUSANDEX,FARMACIA,X,FARMACIA,RX
7591062010029,ALBICAR ALBENDAZOL SUSPENSION 400MG/10ML X 10ML ELMOR,FARMACIA,X,FARMACIA,RX
7592349001822,ANTIFOM SIMETICONA 125MG SABOR MANDARINA SIN AZUCAR X 10 TABLETAS VARGAS,FARMACIA,X,FARMACIA,OTC
7596211000340,ZOAH BARRA LIMPIADORA BRIGTH SKIN 90G,MISCELANEOS,"ZOAH INVERSIONES, C.A.",MISCELANEOS,BELLEZA
7595481000364,BARRA DERMOLIMPIADORA BEBé NEUTRO BIOS 90G,MISCELANEOS,DROGUERIAS,MISCELANEOS,CUIDADO PERSONAL
7597773000489,BORIFEM ACIDO BORICO 600MG X 30 CAPSULAS VAGINALES BMT,FARMACIA,X,FARMACIA,OTC
7592454002110,BROXOL TOS SECA OXOLAMINA 210MG/15ML JARABE X 120ML LA SANTE,FARMACIA,X,FARMACIA,OTC
7592454002127,BROXOL TOS OXOLAMINA JARABE PEDIATRICO SIN AZúCAR X 120ML PHARMETIQUE,FARMACIA,X,FARMACIA,OTC
7591020009584,CANDER CANDESARTAN 32MG X 15 TABLETAS VALMORCA,FARMACIA,X,FARMACIA,RX
7591020008815,CANDESARTAN 16MG X 30 TAB GENCER,FARMACIA,X,FARMACIA,RX
7591585376503,CANDESARTAN 8MG X 30 COMPRIMIDOS GENVEN,FARMACIA,X,FARMACIA,RX
7592454004206,CETIRIZINA 5MG/5ML SOL. ORAL X 60 ML LA SANTE,FARMACIA,X,FARMACIA,RX
7592637000155,CIFARCAINA AMPOLLA 1%/100ML BEHRENS,FARMACIA,X,FARMACIA,RX
731946648680,NIFEDIPINA LP AM 30MG X 30 TAB ARTE MEDICO,FARMACIA,X,FARMACIA,RX
7321833291629,"VANNAIR 160/4,5 AEROSOL 120 DOSIS",FARMACIA,X,FARMACIA,RX
733739035554,MELATONIN 5MG X 60 CAP NOW,FARMACIA,X,FARMACIA,OTC
7460536574377,NEFROTAL 50MG X 30 COMP MEGALABS,FARMACIA,X,FARMACIA,RX
7501298225944,EUTIROX 150 MCG X 50 TAB DOLLY FARMA,FARMACIA,X,FARMACIA,RX
7501298225951,EUTIROX 125 MCG X 50 TAB DOLLY FARMA,FARMACIA,X,FARMACIA,RX
7590027001249,MELOXICAM 15MG X 20 COMP SPEFAR,FARMACIA,X,FARMACIA,RX
7590027002123,METFORMINA 850 MG X 30 COMP SPEFAR,FARMACIA,X,FARMACIA,RX
7590027002314,LEVOFLOXACINA 750 X 5 TAB SPEFAR,FARMACIA,X,FARMACIA,RX
7590027002536,"HIDROCLOROTIAZIDA 12,5 X 10 COMP SPEFAR",FARMACIA,X,FARMACIA,RX
7590027002826,DEFLAZACORT 6MG X 10 COMP SPEFAR,FARMACIA,X,FARMACIA,RX
7590027002918,"TAMSULOSINA 0,4 X 30 CAP SPEFAR",FARMACIA,X,FARMACIA,RX
7591020008181,SECNIDAZOL 1GR X 2 TAB GENCER,FARMACIA,X,FARMACIA,RX
7591062901310,"LAFARCAINA 2/1,5 NARANJA X 16 TAB ELMOR",FARMACIA,X,FARMACIA,RX
7591243842203,PRALINA (PREGABALINA) 75 MG X 14 CAP BIOTECH,FARMACIA,X,FARMACIA,RX
7591585210456,DOXIUM 500 MG X 30 CAP LETI,FARMACIA,X,FARMACIA,RX
7591818000120,COFADORYN 50 MG X 10 TAB COFASA,FARMACIA,SIN DATA,SIN DATA,SIN DATA
7591818000403,COFATIC X 30 CAP COFASA,FARMACIA,X,FARMACIA,OTC
7592454003773,"OLMESAR H.L 40/12,5 X 30 TAB LA SANTE",FARMACIA,X,FARMACIA,RX
7592454004053,TALYSTOR 5MG (TODALAFILO) 10 PHARMETIQUE LABS,FARMACIA,X,FARMACIA,RX
7592616221014,IBUPROFEN DP 100 SUSP 60 KIMICEG,FARMACIA,X,FARMACIA,OTC
7592616375014,MELOXICAM DP 15MG X 10 TAB KIMICEG,FARMACIA,X,FARMACIA,RX
7592616576398,LOSARTAN POTASICO 100 X 30 TAB KIMICEG,FARMACIA,X,FARMACIA,RX
7592616584027,KETOCONAZOL CREMA 2% 15 GR KIMICEG,FARMACIA,X,FARMACIA,RX
7592637000315,GLICERAMIN SOL INY 500 ML BEHRENS,FARMACIA,X,FARMACIA,RX
A7592637000773,OMEBLOC 40MG X 1 VIAL BEHRENS,FARMACIA,X,FARMACIA,RX
7597285000021,METRONIDAZOL 500MG 100ML IPS,FARMACIA,X,FARMACIA,RX
7598578000438,NITAZOXANIDA 500MG X 10 TAB  DAC55,FARMACIA,X,FARMACIA,RX
7598578000674,"TAMSULOSINA 0,4 X 30 TAB DAC55",FARMACIA,X,FARMACIA,RX
7598578000797,NIFEDIPINA 30 MG X 30 TAB DAC55,FARMACIA,X,FARMACIA,RX
7598578000964,VALPRODAC 500MG X 30 TAB DAC55,FARMACIA,X,FARMACIA,RX
7730969306839,NEFROTAL 100 MG X 30 COMP MEGALABS,FARMACIA,X,FARMACIA,RX
787790474753,GLUCOSAMINE CHO X 90 CAP PHARMACORP,FARMACIA,X,FARMACIA,OTC
8904159499789,KETOPROFENO 100MG X 10 TAB ADN MEDICAL,FARMACIA,X,FARMACIA,RX
8904187881303,CLIKET DUO CLINDAMICINA/KETOCONAZOL TI100-400 5OV TIARES,FARMACIA,X,FARMACIA,RX
8906112611856,IBUPRA 800MG X 10 TAB ADN MEDICAL,FARMACIA,X,FARMACIA,OTC
8906112616684,TIOCOLCHICOSIDO 4 MG/ 2ML X 1 AMP ANDILAB,FARMACIA,SIN DATA,SIN DATA,SIN DATA
A8906112616677,KETOPROFENO 100MG/2ML X 1 AMP ANDILAB,FARMACIA,X,FARMACIA,RX
7596211000227,PANTALLA CORPORAL 120 ML 50+ ZOAH,MISCELANEOS,"ZOAH INVERSIONES, C.A.",MISCELANEOS,CUIDADO PERSONAL
7622202257421,CHOCOLATE MILKA NOISETTE 90G,MISCELANEOS,IMPORTADO/SAMAR,MISCELANEOS,COMESTIBLES
7622202257599,CHOCOLATE MILKA AVELLANAS 95G,MISCELANEOS,IMPORTADO/SAMAR,MISCELANEOS,COMESTIBLES
7591620062323,PALITOS CHOCOLATE XTREME 150G DANIBISK,MISCELANEOS,"DISTRIBUIDORA BERKANAN, C.A",MISCELANEOS,COMESTIBLES
7593884001087,MINI BARRA CON FRESA 100G DAVU,MISCELANEOS,"DEJABU, C.A.",MISCELANEOS,COMESTIBLES
7591874000508,TOM TOSTON CON AJO 140G,MISCELANEOS,"TRANSANA, C.A",MISCELANEOS,COMESTIBLES
7591874000287,TOM TOSTON CON AJO 80G,MISCELANEOS,"TRANSANA, C.A",MISCELANEOS,COMESTIBLES
7591874000393,TOM TOSTON CON AJO 28GR,MISCELANEOS,"TRANSANA, C.A",MISCELANEOS,COMESTIBLES
7599336000028,TIRA DE PRUEBA X 50 UNID BLOODGOOD,FARMACIA,X,FARMACIA,RX
7592432000527,DAFLON 450/50 X30 CAP BLADAS VENACTIN  VIVAX (DIOSMINA HISPERIDINA),FARMACIA,X,FARMACIA,RX
B7703763315123,VITAMINA C (CHICLE) 500MG X 10 TABLETAS LA SANTE,FARMACIA,X,FARMACIA,OTC
7593090002533,VERATROL DUO 50-200 30CB PHARMA,FARMACIA,X,FARMACIA,OTC
7730969300899,CORENTEL 1.25 MG X 30 COMP MEGALABS,FARMACIA,X,FARMACIA,RX
A7597758000053,TIOCOLCHICOSIDO 4MG/2 ML X 1AMP-ALESS,FARMACIA,X,FARMACIA,RX
7591206285498,DE TODITO RESUELTO 40G,MISCELANEOS,"PEPSICO ALIMENTOS, S. C.A.",MISCELANEOS,COMESTIBLES
7591206285504,DE TODITO RESUELTO 110G,MISCELANEOS,"PEPSICO ALIMENTOS, S. C.A.",MISCELANEOS,COMESTIBLES
B7592601303237,NOXPIRIN GRIP BLISTER X 4 TAB,FARMACIA,X,FARMACIA,RX
7590027002710,"AMOXICILINA + ACIDO CLAVULANICO 250MG/62,5MG X 60ML SUSP PED SPEFAR",FARMACIA,X,FARMACIA,RX
7591259000871,ACEITE DE SOYA 850ML PORTUMESA,MISCELANEOS,"GRUPO NOVO EUROPA, C.A",MISCELANEOS,COMESTIBLES
7622202324116,CLUB SOCIAL INTEGRAL PAQ X 9 UND,MISCELANEOS,"MONDELEZ VZ, C.A",MISCELANEOS,COMESTIBLES
7598711000301,AVENA 400G 100 PORCIENTO,MISCELANEOS,LUNA DISTRIBUCIONES MASIVA C.A.,MISCELANEOS,COMESTIBLES
7599124000520,AZUCAR REFINO 800G 100 PORCIENTO,MISCELANEOS,LUNA DISTRIBUCIONES MASIVA C.A.,MISCELANEOS,COMESTIBLES
7592601000617,ESPIRONOLACTONA 25MG 30TAB MEYER,FARMACIA,X,FARMACIA,RX
7703763315123,VITAMINA C (CHICLE) 500MG X 100 TABLETAS LA SANTE,FARMACIA,X,FARMACIA,OTC
731946648444,BETA+CLOTRI+NEO AM CR15GR,FARMACIA,X,FARMACIA,RX
7590027002932,RIVAROXABAN  20MG X 30 COMP SPEFAR,FARMACIA,X,FARMACIA,RX
7708238226287,PROCILUS 1UND,FARMACIA,X,FARMACIA,RX
7591014037869,RIKO MALT UHT 1000ML,MISCELANEOS,"INDUSTRIA LACTEA VENEZOLANA (INDULAC), C.A.",MISCELANEOS,COMESTIBLES
TROPICANA011,FULL KREMA TETAS PREMIUN,MISCELANEOS,"AQUA QUEEN,C.A (HELADOS TROPICANA)",MISCELANEOS,COMESTIBLES
7598981005389,ACONDICIONADOR LECHE DE COCO 400ML FARMASI,MISCELANEOS,FARMASI,MISCELANEOS,CUIDADO PERSONAL
7598981005396,ACONDICIONADOR HIDRATACION 400ML FARMASI,MISCELANEOS,FARMASI,MISCELANEOS,CUIDADO PERSONAL
7598981005235,COLONIA PARA NIÑOS 200ML FARMASI,MISCELANEOS,FARMASI,MISCELANEOS,BEBE
7593352000031,METFORMINA 1000MG 30 TAB LP  PHARMARIS,FARMACIA,X,FARMACIA,RX
7591651002268,NIZOX 500MG 6 COMP ZUOZ PHARMA,FARMACIA,X,FARMACIA,RX
7798006871047,ANASTROZOL 1MG X 28 COMPRIMIDOS GP PHARM,FARMACIA,X,FARMACIA,RX
7592200000056,MERU SAL MARINA FINA 1KG,MISCELANEOS,"ALIMENTOS MERU, C.A",MISCELANEOS,COMESTIBLES
7591620051099,MINIS DANI CHIPS CHOCOLATE 150G DANIBISK,MISCELANEOS,"DISTRIBUIDORA BERKANAN, C.A",MISCELANEOS,COMESTIBLES
7592637396982,EDEMID ( FUROSEMIDA ) 10 MG / ML X 5 AMP SOL ( I.V ) ( BEHRENS ),FARMACIA,SIN DATA,SIN DATA,SIN DATA
A7598127001084,DEXAMETASONA 8MG/2ML SOL INY IV/IM 1AMP BLUE MEDICAL,FARMACIA,X,FARMACIA,RX
7597758000688,HIDROCORTISONA 100MG IM/IV 1AMP ALESS,FARMACIA,SIN DATA,SIN DATA,SIN DATA
7591585212566,CLENOSAN 90MG. X30CO,FARMACIA,X,FARMACIA,RX
A8904159423456,DEXAMETASONA 8MG/2ML  X 1 AMP ADN,FARMACIA,X,FARMACIA,RX
8906112611566,HEMZENIL 0.5 MG/5ML 1 AMP IV FLUMAZENIL  ADN,FARMACIA,X,FARMACIA,RX
8904250521037,LEVONORGESTREL 1.5MG 1TAB TIARES,FARMACIA,X,FARMACIA,RX
7592349722932,REFLUXYL SUSP ORAL X 120 ML.ZUOZ PHARMA,FARMACIA,X,FARMACIA,OTC
7598981005365,ACONDICIONADOR CONTROL CAIDA FARMASI JMW 400ML,MISCELANEOS,FARMASI,MISCELANEOS,CUIDADO PERSONAL
7599000651655,ASHWANGANDHA 60 TABLETAS,FARMACIA,X,FARMACIA,OTC
7597827000281,TOSTON CON SAL 150G PITER,MISCELANEOS,CORPORACION VIVA C.A.,MISCELANEOS,COMESTIBLES
7599700001323,VITAMINA D3     60 TAB,FARMACIA,X,FARMACIA,OTC
7599700001538,CENTRUNEX WOMAN 60 TAB FITO SANA,FARMACIA,X,FARMACIA,OTC
7599700001194,OMEGA 3 COMPL ALIMENTICIO X 30 CAPSULAS FITOSANA,FARMACIA,X,FARMACIA,OTC
3664798065145,ARAVA 20MG. X30CO,FARMACIA,X,FARMACIA,RX
7592454889698,CLOPIDOGREL LA SANTE 75MG X 30TAB,FARMACIA,X,FARMACIA,RX
7591585214851,LETISAN 500UVA 10B.X10TM,FARMACIA,SIN DATA,SIN DATA,SIN DATA
U7709031877546,PROCILUS D2 (UVA) X 1G X 1UND BIONUTREC,FARMACIA,SIN DATA,SIN DATA,SIN DATA
7599450000300,LECHE COMPLETA EN POLVO 125G AMANECER,MISCELANEOS,"ITC DISTRIBUCIONES CENTRO, C.A",MISCELANEOS,COMESTIBLES
7591473005560,MARY HARINA DE MAIZ 2KG,MISCELANEOS,"DISTRIBUIDORA UNIDA DEL CENTRO,C.A",MISCELANEOS,COMESTIBLES
7592219000481,SARDINA EN SALSA DE TOMATE LINA 170GR,MISCELANEOS,"ROMA,C.A",MISCELANEOS,COMESTIBLES
7592219000030,SARDINA LINA EN ACEITE VEGETAL 170GR,MISCELANEOS,"ROMA,C.A",MISCELANEOS,COMESTIBLES
7591874000584,PALITOS DE QUESO TOM 20G,MISCELANEOS,"TRANSANA, C.A",MISCELANEOS,COMESTIBLES
7591874000591,PALITOS DE QUESO TOM 60G,MISCELANEOS,"TRANSANA, C.A",MISCELANEOS,COMESTIBLES
8906005119360,"SALESDE REHIDATACION ORAL SABRE 21,5GR COCO HIDROLI DROTAFARMA",FARMACIA,SIN DATA,SIN DATA,SIN DATA
7595159000351,SAL REFINADA EVAPORADA BAHIA 1 KG,MISCELANEOS,"SUMINISTROS F.V.R, C.A.",MISCELANEOS,COMESTIBLES
745110876014,ATUN DESMENUZADO LA ORCHILA NATURAL AL AGUA 160GR,MISCELANEOS,"DISTRIBUIDORA DOBLE Z,C.A",MISCELANEOS,COMESTIBLES
745110855378,ATUN DESMENUZADO LA ORCHILA EN ACEITE 160GR,MISCELANEOS,"DISTRIBUIDORA DOBLE Z,C.A",MISCELANEOS,COMESTIBLES
7591206003924,CHEESE TRIS 50 GR FRITO LAY,MISCELANEOS,"PEPSICO ALIMENTOS, S. C.A.",MISCELANEOS,COMESTIBLES
7973593350896,GALLETAS COCO CRUNCH 250G LA PAMPA,MISCELANEOS,"AGROMAYOR TOCUYITO,C.A",MISCELANEOS,COMESTIBLES
7973593691210,GALLETAS COOKIE CRUNCH 250G LA PAMPA,MISCELANEOS,"AGROMAYOR TOCUYITO,C.A",MISCELANEOS,COMESTIBLES
COCO7973593350896,GALLETAS COCO CRUNCH 250G LA PAMPA,MISCELANEOS,SIN DATA,SIN DATA,SIN DATA
7592648698228,MARGARINA 225G LA PAMPA,MISCELANEOS,"AGROMAYOR TOCUYITO,C.A",MISCELANEOS,COMESTIBLES
7592648698334,MARGARINA 450G LA PAMPA,MISCELANEOS,"AGROMAYOR TOCUYITO,C.A",MISCELANEOS,COMESTIBLES
7591015001067,MAYONESA 175G LA GIRALDA,MISCELANEOS,"ALIMENTOS LA GIRALDA, C.A",MISCELANEOS,COMESTIBLES
7591015000299,ALCAPARRAS 500G LA GIRALDA,MISCELANEOS,"ALIMENTOS LA GIRALDA, C.A",MISCELANEOS,COMESTIBLES
7592349002225,ATROVERAN PLUS 10MG/500MG 10COMP REC VARGAS,FARMACIA,X,FARMACIA,RX
7594003727666,CREMA CORPORAL DE ALMENDRAS 190 ML FARMASI,MISCELANEOS,FARMASI,MISCELANEOS,CUIDADO PERSONAL
7594003727628,CHAMPU CEBOLLA MORADA 240 ML FARMASI,MISCELANEOS,FARMASI,MISCELANEOS,CUIDADO PERSONAL
7594003727604,MASCARILLA CAPILAR ACEITE DE ARGAN 450GR FARMASI,MISCELANEOS,FARMASI,MISCELANEOS,CUIDADO PERSONAL
7594003727659,MASCARILLA CAPILAR CEBOLLA MORADA 450GR FARMASI,MISCELANEOS,FARMASI,MISCELANEOS,CUIDADO PERSONAL
7594003727598,MASCARILLA CAPILAR LECHE DE COCO 450GR FARMASI,MISCELANEOS,FARMASI,MISCELANEOS,CUIDADO PERSONAL
733739032553,MELATONIN NW3MG. X60CA,FARMACIA,SIN DATA,SIN DATA,SIN DATA
7592601303923,NONAFOL 5MG. X10TA,FARMACIA,X,FARMACIA,RX
8902297013577,OMEPRAZOL 20MG FRASCO X 60 CAPS (DROTAFARMA),FARMACIA,SIN DATA,SIN DATA,SIN DATA
7590027002901,ESOMEPRAZOL 20MG 30CAPS C/ GRANULOS G/RESISTENTES SPEFAR,FARMACIA,SIN DATA,SIN DATA,SIN DATA
S7591821801882,TERAGRIP FORTE NOCHE 650MG GRAN SOB,FARMACIA,SIN DATA,SIN DATA,SIN DATA
S8902297025532,FINALGRIP DIA X 1 SOBRE (PARACETAMOL+DEXTROMETORFANO+FE,FARMACIA,SIN DATA,SIN DATA,SIN DATA
S8902297025549,FINALGRIP  NOCHE  X 1 SOBRE (PARACETAMOL+DEXTROMETORFANO+FEN,FARMACIA,SIN DATA,SIN DATA,SIN DATA
8906005118493,SALES DE REHIDRATACION ORAL SOBRE 21.5 GR NARANJA (HIDROLIT) (DROTAFARMA),FARMACIA,SIN DATA,SIN DATA,SIN DATA
8906001559917,KETOCONAZOL 2% CREMA 15GR (DROTAFARMA),FARMACIA,SIN DATA,SIN DATA,SIN DATA
6936292193912,CEFTRIAXONA 1GR IV/IM 1 VIAL DROTAFARMA,FARMACIA,SIN DATA,SIN DATA,SIN DATA
U7598981005099,GUANTES DE NITRILO TALLA S X 1UND SAGLAM,FARMACIA,SIN DATA,SIN DATA,SIN DATA
U7598981004917,GUANTES DE NITRILO TALLA M X 1 UND SAGLAM,FARMACIA,SIN DATA,SIN DATA,SIN DATA
8909440000163,FUROSEMIDA 40MG BLISTER X 10 TAB (DROTAFARMA),FARMACIA,SIN DATA,SIN DATA,SIN DATA
7598981005440,"GUATA ORTOPEDICA 15 CM X 2,7 CM X 1 UNID SAGLAM JMW",FARMACIA,SIN DATA,SIN DATA,SIN DATA
7598981005433,"GUATA ORTOPEDICA 10 CM X 2,7 CM  X UNIDAD  SAGLAM JMW",FARMACIA,SIN DATA,SIN DATA,SIN DATA
7598981001602,"IRGEM PLUS 300 MG - 12,5 MG X 30 TAB GEMALABS",FARMACIA,SIN DATA,SIN DATA,SIN DATA
7598981005457,GUATA 8 X 3 SAGLAM  1 UNIDAD,FARMACIA,SIN DATA,SIN DATA,SIN DATA
7598176001714,ITRACONAZOL 100MG X 10 CAP ANGELUS,FARMACIA,SIN DATA,SIN DATA,SIN DATA
8902297021916,AMBROXOL + LORATADINA (30MG+5MG)/5ML X 120ML (DROTAFARMA),FARMACIA,SIN DATA,SIN DATA,SIN DATA
8902297009617,DIOSMINA-HESPER 450/50 MG BLISTER X 10 TAB (DROTAFARMA),FARMACIA,SIN DATA,SIN DATA,SIN DATA
7598981004146,TARVINA 20MG (ATORVASTATINA) X10 TAB GEMALABS,FARMACIA,SIN DATA,SIN DATA,SIN DATA
7598981004160,TARVINA 40MG (ATORVASTATINA) X10 TAB GEMALABS,FARMACIA,SIN DATA,SIN DATA,SIN DATA
8909440000477,AMLODIPINA 10MG BLISTER X 10 TAB DROTAFARMA,FARMACIA,SIN DATA,SIN DATA,SIN DATA
8909440000484,ESPIRONOLACTONA 25MG BLISTER X 10 TAB (DROTAFARMA) IMP,FARMACIA,SIN DATA,SIN DATA,SIN DATA
7591127623522,"REFRESCO FANTA TORONJA 1,5LT",MISCELANEOS,SIN DATA,SIN DATA,SIN DATA
7591127623324,REFRESCO FANTA TORONJA 1LT,MISCELANEOS,SIN DATA,SIN DATA,SIN DATA
7598677000667,CLOUSAN (LEVETIRACETA) CLEO X30 TAB,FARMACIA,SIN DATA,SIN DATA,SIN DATA
7591031001959,AGUA MINERAL MINALBA 1.5 LTS,MISCELANEOS,"PEPSI-COLA DE VENEZUELA, C.A",MISCELANEOS,COMESTIBLES
7591031100232,AGUA MINERAL MINALBA 355 ML,MISCELANEOS,"PEPSI-COLA DE VENEZUELA, C.A",MISCELANEOS,COMESTIBLES
7591031001980,AGUA MINERAL MINALBA 600 ML,MISCELANEOS,"PEPSI-COLA DE VENEZUELA, C.A",MISCELANEOS,COMESTIBLES
7595461000049,CAFE MOLIDO AMANECER (GOURMET) 200G,MISCELANEOS,"ITC DISTRIBUCIONES CENTRO, C.A",MISCELANEOS,COMESTIBLES
7591031003250,REFRESCO PEPSI ORIGINAL 1.5 LTS,MISCELANEOS,"PEPSI-COLA DE VENEZUELA, C.A",MISCELANEOS,COMESTIBLES
7590612198309,TOALLAS SANITARIAS WANITA X 10PCS,MISCELANEOS,"ALIVE CORPORACION DE VZLA, C.A",MISCELANEOS,CUIDADO PERSONAL
7595461000155,CAFE MOLIDO DELLA NONNA (GOURMET) 200G,MISCELANEOS,"ITC DISTRIBUCIONES CENTRO, C.A",MISCELANEOS,COMESTIBLES
7591039725772,MAIZORITOS AZUCARADAS (BOLSA) 240G,MISCELANEOS,"SUMINISTROS F.V.R, C.A.",MISCELANEOS,COMESTIBLES
7591039504124,FLIPS CHOCOLATE (CAJA) 220 G,MISCELANEOS,"SUMINISTROS F.V.R, C.A.",MISCELANEOS,COMESTIBLES
75930868,MARGARINA MAVESA 250 GR T572,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,COMESTIBLES
7590006200137,MARGARINA MAVESA 500 GR -T086,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,COMESTIBLES
75919191,KETCHUP PAMPERO 397G - T061,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,COMESTIBLES
7591039601540,MAIZINA AMERICANA 400G,MISCELANEOS,"SUMINISTROS F.V.R, C.A.",MISCELANEOS,COMESTIBLES
7591039657110,MAIZINA AMERICANA 200 G,MISCELANEOS,"SUMINISTROS F.V.R, C.A.",MISCELANEOS,COMESTIBLES
6935897623527,ATUN FRESH SEA EN AGUA 140 G,MISCELANEOS,"RAHAL CENTER , C.A",MISCELANEOS,COMESTIBLES
6935897622759,ATUN FRESH SEA EN ACEITE 140 G,MISCELANEOS,"RAHAL CENTER , C.A",MISCELANEOS,COMESTIBLES
7595481000234,BARRA DERMOLIMPIADORA  BIOS PIEL GRASA 90 GR,MISCELANEOS,DROGUERIAS,MISCELANEOS,CUIDADO PERSONAL
7595481000241,BARRA DERMOLIMPIADORA BIOS PIEL SECA 90 GR,MISCELANEOS,DROGUERIAS,MISCELANEOS,CUIDADO PERSONAL
7592601301615,MICONAX CREMA VAGINAL 40 GR,FARMACIA,X,FARMACIA,RX
7591039535012,FRUTY AROS MAIZORITOS (BOLSA) 240G,MISCELANEOS,"SUMINISTROS F.V.R, C.A.",MISCELANEOS,COMESTIBLES
7596914000258,LECHE LIQUIDA COMPLETA SAN SIMON 1 LITRO,MISCELANEOS,"INVERSIONES LACTEAS SAN SIMON, C.A",MISCELANEOS,COMESTIBLES
7591585119131,GYNOMET CREMA VAGINAL 15%-4%  40G LETIFEM,FARMACIA,X,FARMACIA,RX
7590006700026,TODDY (POTE)  400 GR,MISCELANEOS,"ALIMENTOS POLAR COMERCIAL, C.A.",MISCELANEOS,COMESTIBLES
B7591821903234,TAPAZOL 5 MG X 12TAB FARMA SA,FARMACIA,SIN DATA,SIN DATA,SIN DATA
7591206285269,PEPITO ORIGINAL 80G (045016),MISCELANEOS,"PEPSICO ALIMENTOS, S. C.A.",MISCELANEOS,COMESTIBLES
7591039996271,FLIPS CHOCOLATE (BOLSA) 120 G,MISCELANEOS,"SUMINISTROS F.V.R, C.A.",MISCELANEOS,COMESTIBLES
7591619517810,ZUDENINA GEL 0.1% 30G MEDIHEALTH,FARMACIA,X,FARMACIA,OTC
7591039996288,FLIPS DULCE DE LECHE (BOLSA)  120 G,MISCELANEOS,"SUMINISTROS F.V.R, C.A.",MISCELANEOS,COMESTIBLES
7591821904309,FITEX 20 MG X 2 TAB,FARMACIA,X,FARMACIA,RX
7591821904293,FITEX 20 MG X 1TAB FARMA SA,FARMACIA,X,FARMACIA,RX
7591821903609,NEURIXA 150 MG X 14 TABLETAS - FARMA SA,FARMACIA,X,FARMACIA,RX
7591821210295,"SENOKOT C/DOCUSATO 8,6-50MG X 10 TABLETAS - FARMA",FARMACIA,X,FARMACIA,OTC
7591955001486,PROTOSULFIL CREMA 1% X 30GR ROWE,FARMACIA,X,FARMACIA,RX
7591196002549,AIRON 5 MG  X 10TAB PED- INNOVA CA,FARMACIA,X,FARMACIA,RX
7592396002117,NECTAR DE MANZANA NATULAC CARTON 1 LT,MISCELANEOS,INDUSTRIAS MAROS C.A (NATULAC),MISCELANEOS,COMESTIBLES
7592904000017,LUBRIX LUBRICANTE INTIMO 60 CM,MISCELANEOS,DROGUERIAS,MISCELANEOS,CUIDADO PERSONAL
7591196004451,AFLAMAX 50 MG X 20TAB -INNOVA CA,FARMACIA,X,FARMACIA,OTC
7591585212214,FEMADONNA 40 MG X 20 TAB LETI SAV,FARMACIA,X,FARMACIA,OTC
7592349429787,KETAZOL CREMA 20MG/G 15G VARGAS,FARMACIA,X,FARMACIA,OTC
7591519009330,FLAVOXATO 200 MG X 10TAB CALOX,FARMACIA,X,FARMACIA,RX
7591031101970,NECTAR YUKERY DE MANZANA  1.5 L,MISCELANEOS,"PEPSI-COLA DE VENEZUELA, C.A",MISCELANEOS,COMESTIBLES
7591031012290,JUGO YUKERY DE NARANJA 1.5 L,MISCELANEOS,"PEPSI-COLA DE VENEZUELA, C.A",MISCELANEOS,COMESTIBLES
7591585112552,OXIDREN 150 MG X 1 COMP LETI FEM,FARMACIA,X,FARMACIA,RX
7591821801004,FEMMEX ULTRA 200MG/30MG  X 10 TAB  FARMA SA,FARMACIA,X,FARMACIA,OTC
7591210000193,LECHE LIQUIDA COMPLETA PURISIMA EL TUNAL 1 LITRO,MISCELANEOS,"IMPORTADORA FH44, C.A",MISCELANEOS,COMESTIBLES
